timestamp,round,call_index,buyer_label,buyer_key_prefix,counterparty_label,service_name,metadata_sent,requirements_sent,negotiation_id,order_id,amount_usdc,status,error_detail,delivery_preview,notes
2026-07-01T16:15:05.270165+00:00,all,4,SecondaryBuyer,croo_sk_2220ad187b2a,LedgerOps,receipt_verification,"{""command"": ""verify""}","{""task"": ""Verify the most recent transaction receipt for SecondaryBuyer agent. Required for internal accounting audit trail.""}",,,,error,"APIError: croo: PROVIDER_NOT_ACCEPTING_ORDERS (code=400, http=400): provider is not accepting new orders",,SecondaryBuyer audits its most recent LedgerOps transaction. SecondaryBuyer wallet (2nd call) -> LedgerOps. Receipt audit.
2026-07-01T16:15:16.862674+00:00,all,5,Orchestrator,croo_sk_7b92c0d0f9c2,LedgerOps,analytics_report,"{""command"": ""report""}","{""task"": ""Full analytics report for Orchestrator agent: total USDC spent, number of transactions, service breakdown. Used for quarterly budget review.""}",,,,error,"APIError: croo: PROVIDER_NOT_ACCEPTING_ORDERS (code=400, http=400): provider is not accepting new orders",,Orchestrator pulls spending analytics. 3rd distinct service purchased by Orchestrator from LedgerOps. Agent autonomously reviewing its own spending.
2026-07-01T16:15:28.455259+00:00,all,6,SecondaryBuyer,croo_sk_2220ad187b2a,LedgerOps,trust_score_lookup,"{""command"": ""trust"", ""target"": ""da7da3ec-40c3-4c59-84b1-698eff36bfd5""}","Final due-diligence on LedgerOps itself before SecondaryBuyer commits to using LedgerOps as its primary bookkeeping provider. Need completion rate, dispute history, and account age.",,,,error,"APIError: croo: PROVIDER_NOT_ACCEPTING_ORDERS (code=400, http=400): provider is not accepting new orders",,SecondaryBuyer does final due diligence on LedgerOps. LedgerOps trust score is real data from its transaction history. 3rd distinct service purchased by SecondaryBuyer from LedgerOps.
2026-07-04T18:54:09.676259+00:00,all,1,Orchestrator,croo_sk_7b92c0d0f9c2,LedgerOps,trust_score_lookup,"{""command"": ""trust"", ""target"": ""83739384-fb06-437e-9cd7-0e1f5c8ea464""}","{""task"": ""Trust score report on a potential subagent (SecondaryBuyer) before Orchestrator assigns them a data-processing task. Need completion rate, dispute rate, and buyer diversity.""}",771f7f0f-e849-418b-9af6-6d9d2ee4f1da,13f4bfef-b75d-4dc5-bd8e-da2449727d5b,,timeout,No delivery within 180s,,Orchestrator vets SecondaryBuyer before engaging them. Pre-hire due diligence on counterparty. Buyer: Orchestrator wallet -> Provider: LedgerOps.
2026-07-04T18:57:32.897928+00:00,all,2,SecondaryBuyer,croo_sk_2220ad187b2a,LedgerOps,trust_score_lookup,"{""command"": ""trust"", ""target"": ""34ee2d7d-6812-48a7-99fc-d743c044827b""}","{""task"": ""Trust score report on Orchestrator agent before accepting work orders from them. Need to verify completion rate and dispute history.""}",3f981870-b4ec-4c7c-91d2-09174a606fbc,02233467-e336-4254-a120-ffa3e9f9db91,,timeout,No delivery within 180s,,"SecondaryBuyer checks Orchestrator's reputation before agreeing to be hired. 2nd distinct buyer wallet transacting with LedgerOps. Mutual due-diligence, not just one-directional."
2026-07-04T19:00:56.481846+00:00,all,3,Orchestrator,croo_sk_7b92c0d0f9c2,LedgerOps,balance_check,"{""command"": ""balance""}","{""task"": ""Current USDC balance check for Orchestrator agent wallet. Needed before authorising next batch of service purchases.""}",85e599bf-d963-44bf-a22f-9c7f282bb951,cad1ed6c-7244-4df0-9ede-a66709fd94e5,,timeout,No delivery within 180s,,Orchestrator checks available USDC balance before committing to Round C purchases. Orchestrator wallet (2nd call) -> LedgerOps. Treasury management.
2026-07-04T19:04:20.479263+00:00,all,4,SecondaryBuyer,croo_sk_2220ad187b2a,LedgerOps,receipt_verification,"{""command"": ""verify""}","{""task"": ""Verify the most recent transaction receipt for SecondaryBuyer agent. Required for internal accounting audit trail.""}",c78bb52d-3ce1-4673-87ff-e933cce13025,c516cb96-ff5a-4b24-a454-dd5c4b5664bb,,timeout,No delivery within 180s,,SecondaryBuyer audits its most recent LedgerOps transaction. SecondaryBuyer wallet (2nd call) -> LedgerOps. Receipt audit.
2026-07-04T19:07:43.822800+00:00,all,5,Orchestrator,croo_sk_7b92c0d0f9c2,LedgerOps,analytics_report,"{""command"": ""report""}","{""task"": ""Full analytics report for Orchestrator agent: total USDC spent, number of transactions, service breakdown. Used for quarterly budget review.""}",fc2295b8-74d4-4ee0-9ffd-cf68cf3e6637,1952093e-abe5-4d3f-a66f-7f6db32020fa,,timeout,No delivery within 180s,,Orchestrator pulls spending analytics. 3rd distinct service purchased by Orchestrator from LedgerOps. Agent autonomously reviewing its own spending.
2026-07-04T19:07:55.692750+00:00,all,6,SecondaryBuyer,croo_sk_2220ad187b2a,LedgerOps,trust_score_lookup,"{""command"": ""trust"", ""target"": ""da7da3ec-40c3-4c59-84b1-698eff36bfd5""}","Final due-diligence on LedgerOps itself before SecondaryBuyer commits to using LedgerOps as its primary bookkeeping provider. Need completion rate, dispute history, and account age.",,,,error,"APIError: croo: INVALID_PARAMETERS (code=400, http=400): requirements must be valid JSON",,SecondaryBuyer does final due diligence on LedgerOps. LedgerOps trust score is real data from its transaction history. 3rd distinct service purchased by SecondaryBuyer from LedgerOps.
2026-07-04T19:12:17.639588+00:00,all,1,Orchestrator,croo_sk_7b92c0d0f9c2,LedgerOps,trust_score_lookup,"{""command"": ""trust"", ""target"": ""83739384-fb06-437e-9cd7-0e1f5c8ea464""}","{""task"": ""Trust score report on a potential subagent (SecondaryBuyer) before Orchestrator assigns them a data-processing task. Need completion rate, dispute rate, and buyer diversity.""}",31aca5c3-8d4e-4db0-bc55-2b7d6298bdf2,541a86ed-eb19-41de-8aaf-d9db95f289e1,,timeout,No delivery within 180s,,Orchestrator vets SecondaryBuyer before engaging them. Pre-hire due diligence on counterparty. Buyer: Orchestrator wallet -> Provider: LedgerOps.
2026-07-04T19:12:58.449543+00:00,A,1,Orchestrator,croo_sk_7b92c0d0f9c2,LedgerOps,trust_score_lookup,"{""command"": ""trust"", ""target"": ""83739384-fb06-437e-9cd7-0e1f5c8ea464""}","{""task"": ""Trust score report on a potential subagent (SecondaryBuyer) before Orchestrator assigns them a data-processing task. Need completion rate, dispute rate, and buyer diversity.""}",65e12e34-2c40-4a87-9bcc-c4e8ae07a248,360966ac-e04d-4b82-9cf3-52de3c1569cd,,timeout,No delivery within 180s,,Orchestrator vets SecondaryBuyer before engaging them. Pre-hire due diligence on counterparty. Buyer: Orchestrator wallet -> Provider: LedgerOps.
2026-07-04T19:15:09.439984+00:00,A,1,Orchestrator,croo_sk_7b92c0d0f9c2,LedgerOps,trust_score_lookup,"{""command"": ""trust"", ""target"": ""83739384-fb06-437e-9cd7-0e1f5c8ea464""}","{""task"": ""Trust score report on a potential subagent (SecondaryBuyer) before Orchestrator assigns them a data-processing task. Need completion rate, dispute rate, and buyer diversity.""}",67b8793b-990b-4d58-b683-c93c6c3d0cc3,cc6edc70-e769-47c4-afb6-c5e28148f3d3,,timeout,No delivery within 180s,,Orchestrator vets SecondaryBuyer before engaging them. Pre-hire due diligence on counterparty. Buyer: Orchestrator wallet -> Provider: LedgerOps.
2026-07-04T19:16:02.800231+00:00,all,2,SecondaryBuyer,croo_sk_2220ad187b2a,LedgerOps,trust_score_lookup,"{""command"": ""trust"", ""target"": ""34ee2d7d-6812-48a7-99fc-d743c044827b""}","{""task"": ""Trust score report on Orchestrator agent before accepting work orders from them. Need to verify completion rate and dispute history.""}",1d30ab45-ff7f-43e2-b8f1-d24a01d75bc8,56c4fe94-8ff2-465d-a657-df59cede91e1,,timeout,No delivery within 180s,,"SecondaryBuyer checks Orchestrator's reputation before agreeing to be hired. 2nd distinct buyer wallet transacting with LedgerOps. Mutual due-diligence, not just one-directional."
2026-07-04T19:16:11.098580+00:00,A,2,SecondaryBuyer,croo_sk_2220ad187b2a,LedgerOps,trust_score_lookup,"{""command"": ""trust"", ""target"": ""34ee2d7d-6812-48a7-99fc-d743c044827b""}","{""task"": ""Trust score report on Orchestrator agent before accepting work orders from them. Need to verify completion rate and dispute history.""}",0d6ef65b-b6be-4b83-b85d-153b0cf7a296,0919d5bb-a2eb-42ce-a386-0534f641a6f6,,timeout,No delivery within 180s,,"SecondaryBuyer checks Orchestrator's reputation before agreeing to be hired. 2nd distinct buyer wallet transacting with LedgerOps. Mutual due-diligence, not just one-directional."
2026-07-04T19:16:24.296986+00:00,A,1,Orchestrator,croo_sk_7b92c0d0f9c2,LedgerOps,trust_score_lookup,"{""command"": ""trust"", ""target"": ""83739384-fb06-437e-9cd7-0e1f5c8ea464""}","{""task"": ""Trust score report on a potential subagent (SecondaryBuyer) before Orchestrator assigns them a data-processing task. Need completion rate, dispute rate, and buyer diversity.""}",1c10161a-0659-4af7-a999-926657c23b90,09fe9c6d-a6a7-419b-a313-32ae8259c62f,,timeout,No delivery within 180s,,Orchestrator vets SecondaryBuyer before engaging them. Pre-hire due diligence on counterparty. Buyer: Orchestrator wallet -> Provider: LedgerOps.
2026-07-04T19:18:22.472262+00:00,A,2,SecondaryBuyer,croo_sk_2220ad187b2a,LedgerOps,trust_score_lookup,"{""command"": ""trust"", ""target"": ""34ee2d7d-6812-48a7-99fc-d743c044827b""}","{""task"": ""Trust score report on Orchestrator agent before accepting work orders from them. Need to verify completion rate and dispute history.""}",b81cf7a8-b893-4856-b27d-23e8ca772285,6838ad8b-43a6-4939-8d6b-b1c74bc687ee,,timeout,No delivery within 180s,,"SecondaryBuyer checks Orchestrator's reputation before agreeing to be hired. 2nd distinct buyer wallet transacting with LedgerOps. Mutual due-diligence, not just one-directional."
2026-07-04T19:19:37.954462+00:00,A,2,SecondaryBuyer,croo_sk_2220ad187b2a,LedgerOps,trust_score_lookup,"{""command"": ""trust"", ""target"": ""34ee2d7d-6812-48a7-99fc-d743c044827b""}","{""task"": ""Trust score report on Orchestrator agent before accepting work orders from them. Need to verify completion rate and dispute history.""}",d595d3bd-0e9e-4586-9738-5c1eb520f64e,57c6d1c8-0bbe-44fd-a75d-de678116e193,,timeout,No delivery within 180s,,"SecondaryBuyer checks Orchestrator's reputation before agreeing to be hired. 2nd distinct buyer wallet transacting with LedgerOps. Mutual due-diligence, not just one-directional."
2026-07-04T19:19:43.842623+00:00,all,3,Orchestrator,croo_sk_7b92c0d0f9c2,LedgerOps,balance_check,"{""command"": ""balance""}","{""task"": ""Current USDC balance check for Orchestrator agent wallet. Needed before authorising next batch of service purchases.""}",c8af1c18-2711-4ebd-8645-9900b17d6d21,26566bf5-3f45-4097-9006-688073e0c744,,timeout,No delivery within 180s,,Orchestrator checks available USDC balance before committing to Round C purchases. Orchestrator wallet (2nd call) -> LedgerOps. Treasury management.
2026-07-04T19:20:14.726003+00:00,A,1,Orchestrator,croo_sk_7b92c0d0f9c2,LedgerOps,trust_score_lookup,"{""command"": ""trust"", ""target"": ""83739384-fb06-437e-9cd7-0e1f5c8ea464""}","{""task"": ""Trust score report on a potential subagent (SecondaryBuyer) before Orchestrator assigns them a data-processing task. Need completion rate, dispute rate, and buyer diversity.""}",d4309613-afb8-4471-9639-01c87520ad1b,73b2da10-ac16-4397-b079-f3caac045e25,200000,ok,,"TRUST SCORE REPORT
==================
Target Agent   : 972c02b0-f53c-46a0-b742-c8ba42a7fa57
Trust Score    : 0 / 100
Completed Orders: 0
Disputed Orders : 0
Completion Rate : 0.0%
Dispute Rate    : 0.",Orchestrator vets SecondaryBuyer before engaging them. Pre-hire due diligence on counterparty. Buyer: Orchestrator wallet -> Provider: LedgerOps.
2026-07-04T19:22:33.293775+00:00,A,2,SecondaryBuyer,croo_sk_2220ad187b2a,LedgerOps,trust_score_lookup,"{""command"": ""trust"", ""target"": ""34ee2d7d-6812-48a7-99fc-d743c044827b""}","{""task"": ""Trust score report on Orchestrator agent before accepting work orders from them. Need to verify completion rate and dispute history.""}",d940acf3-25ef-4759-9fd0-51266b05f600,a81c9e24-d79f-425d-b9a8-602bf4f548c6,200000,ok,,"TRUST SCORE REPORT
==================
Target Agent   : 972c02b0-f53c-46a0-b742-c8ba42a7fa57
Trust Score    : 0 / 100
Completed Orders: 0
Disputed Orders : 0
Completion Rate : 0.0%
Dispute Rate    : 0.","SecondaryBuyer checks Orchestrator's reputation before agreeing to be hired. 2nd distinct buyer wallet transacting with LedgerOps. Mutual due-diligence, not just one-directional."
2026-07-04T19:23:29.350173+00:00,all,4,SecondaryBuyer,croo_sk_2220ad187b2a,LedgerOps,receipt_verification,"{""command"": ""verify""}","{""task"": ""Verify the most recent transaction receipt for SecondaryBuyer agent. Required for internal accounting audit trail.""}",d2f53871-b958-418c-a95d-823ea52670b8,629b181e-9467-4bc1-a742-00f7e2900fb3,,timeout,No delivery within 180s,,SecondaryBuyer audits its most recent LedgerOps transaction. SecondaryBuyer wallet (2nd call) -> LedgerOps. Receipt audit.
2026-07-04T19:23:41.521818+00:00,A,1,Orchestrator,croo_sk_7b92c0d0f9c2,LedgerOps,trust_score_lookup,"{""command"": ""trust"", ""target"": ""83739384-fb06-437e-9cd7-0e1f5c8ea464""}","{""task"": ""Trust score report on a potential subagent (SecondaryBuyer) before Orchestrator assigns them a data-processing task. Need completion rate, dispute rate, and buyer diversity.""}",1e9a7d5d-8975-4043-a21b-e706307cc4ed,3a38382f-d3de-4e46-b414-729f3a98db96,200000,ok,,"TRUST SCORE REPORT
==================
Target Agent   : 972c02b0-f53c-46a0-b742-c8ba42a7fa57
Trust Score    : 0 / 100
Completed Orders: 0
Disputed Orders : 0
Completion Rate : 0.0%
Dispute Rate    : 0.",Orchestrator vets SecondaryBuyer before engaging them. Pre-hire due diligence on counterparty. Buyer: Orchestrator wallet -> Provider: LedgerOps.
2026-07-04T19:25:49.936838+00:00,A,2,SecondaryBuyer,croo_sk_2220ad187b2a,LedgerOps,trust_score_lookup,"{""command"": ""trust"", ""target"": ""34ee2d7d-6812-48a7-99fc-d743c044827b""}","{""task"": ""Trust score report on Orchestrator agent before accepting work orders from them. Need to verify completion rate and dispute history.""}",6b36b6ae-7696-4246-8699-f9b07438dfe3,19aeb179-1328-4c2e-8a3f-ca3f597a1fbe,200000,ok,,"TRUST SCORE REPORT
==================
Target Agent   : 972c02b0-f53c-46a0-b742-c8ba42a7fa57
Trust Score    : 0 / 100
Completed Orders: 0
Disputed Orders : 0
Completion Rate : 0.0%
Dispute Rate    : 0.","SecondaryBuyer checks Orchestrator's reputation before agreeing to be hired. 2nd distinct buyer wallet transacting with LedgerOps. Mutual due-diligence, not just one-directional."
2026-07-04T19:27:14.271775+00:00,all,5,Orchestrator,croo_sk_7b92c0d0f9c2,LedgerOps,analytics_report,"{""command"": ""report""}","{""task"": ""Full analytics report for Orchestrator agent: total USDC spent, number of transactions, service breakdown. Used for quarterly budget review.""}",ebeec18b-0b96-47c7-95df-aeae7a21e37e,4a5c5a54-7121-4a8d-a3b0-2b242465276f,,timeout,No delivery within 180s,,Orchestrator pulls spending analytics. 3rd distinct service purchased by Orchestrator from LedgerOps. Agent autonomously reviewing its own spending.
2026-07-04T19:27:45.841241+00:00,all,6,SecondaryBuyer,croo_sk_2220ad187b2a,LedgerOps,trust_score_lookup,"{""command"": ""trust"", ""target"": ""da7da3ec-40c3-4c59-84b1-698eff36bfd5""}","Final due-diligence on LedgerOps itself before SecondaryBuyer commits to using LedgerOps as its primary bookkeeping provider. Need completion rate, dispute history, and account age.",,,,error,"APIError: croo: INVALID_PARAMETERS (code=400, http=400): requirements must be valid JSON",,SecondaryBuyer does final due diligence on LedgerOps. LedgerOps trust score is real data from its transaction history. 3rd distinct service purchased by SecondaryBuyer from LedgerOps.
2026-07-04T19:29:05.318303+00:00,all,1,Orchestrator,croo_sk_7b92c0d0f9c2,LedgerOps,trust_score_lookup,"{""command"": ""trust"", ""target"": ""83739384-fb06-437e-9cd7-0e1f5c8ea464""}","{""task"": ""Trust score report on a potential subagent (SecondaryBuyer) before Orchestrator assigns them a data-processing task. Need completion rate, dispute rate, and buyer diversity.""}",d945f191-2f1c-4888-b025-a0cacddcfe20,2dffd469-0005-481e-877d-9823a56a96ec,200000,ok,,"TRUST SCORE REPORT
==================
Target Agent   : 972c02b0-f53c-46a0-b742-c8ba42a7fa57
Trust Score    : 0 / 100
Completed Orders: 0
Disputed Orders : 0
Completion Rate : 0.0%
Dispute Rate    : 0.",Orchestrator vets SecondaryBuyer before engaging them. Pre-hire due diligence on counterparty. Buyer: Orchestrator wallet -> Provider: LedgerOps.
2026-07-04T19:31:16.510169+00:00,all,2,SecondaryBuyer,croo_sk_2220ad187b2a,LedgerOps,trust_score_lookup,"{""command"": ""trust"", ""target"": ""34ee2d7d-6812-48a7-99fc-d743c044827b""}","{""task"": ""Trust score report on Orchestrator agent before accepting work orders from them. Need to verify completion rate and dispute history.""}",e3ccae36-c5ff-469c-9fd1-fba241438436,956a24d9-b8f8-4f03-84ac-96348e6e8ae3,200000,ok,,"TRUST SCORE REPORT
==================
Target Agent   : 972c02b0-f53c-46a0-b742-c8ba42a7fa57
Trust Score    : 0 / 100
Completed Orders: 0
Disputed Orders : 0
Completion Rate : 0.0%
Dispute Rate    : 0.","SecondaryBuyer checks Orchestrator's reputation before agreeing to be hired. 2nd distinct buyer wallet transacting with LedgerOps. Mutual due-diligence, not just one-directional."
2026-07-04T19:31:18.080038+00:00,all,3,Orchestrator,croo_sk_7b92c0d0f9c2,LedgerOps,balance_check,"{""command"": ""balance""}","{""task"": ""Current USDC balance check for Orchestrator agent wallet. Needed before authorising next batch of service purchases.""}",,,,error,"APIError: croo: PROVIDER_NOT_ACCEPTING_ORDERS (code=400, http=400): provider is not accepting new orders",,Orchestrator checks available USDC balance before committing to Round C purchases. Orchestrator wallet (2nd call) -> LedgerOps. Treasury management.
2026-07-04T19:31:19.637955+00:00,all,4,SecondaryBuyer,croo_sk_2220ad187b2a,LedgerOps,receipt_verification,"{""command"": ""verify""}","{""task"": ""Verify the most recent transaction receipt for SecondaryBuyer agent. Required for internal accounting audit trail.""}",,,,error,"APIError: croo: PROVIDER_NOT_ACCEPTING_ORDERS (code=400, http=400): provider is not accepting new orders",,SecondaryBuyer audits its most recent LedgerOps transaction. SecondaryBuyer wallet (2nd call) -> LedgerOps. Receipt audit.
2026-07-04T19:31:21.163152+00:00,all,5,Orchestrator,croo_sk_7b92c0d0f9c2,LedgerOps,analytics_report,"{""command"": ""report""}","{""task"": ""Full analytics report for Orchestrator agent: total USDC spent, number of transactions, service breakdown. Used for quarterly budget review.""}",,,,error,"APIError: croo: PROVIDER_NOT_ACCEPTING_ORDERS (code=400, http=400): provider is not accepting new orders",,Orchestrator pulls spending analytics. 3rd distinct service purchased by Orchestrator from LedgerOps. Agent autonomously reviewing its own spending.
2026-07-04T19:31:22.938190+00:00,all,6,SecondaryBuyer,croo_sk_2220ad187b2a,LedgerOps,trust_score_lookup,"{""command"": ""trust"", ""target"": ""da7da3ec-40c3-4c59-84b1-698eff36bfd5""}","{""task"": ""Final due-diligence on LedgerOps itself before SecondaryBuyer commits to using LedgerOps as its primary bookkeeping provider. Need completion rate, dispute history, and account age.""}",,,,error,"APIError: croo: PROVIDER_NOT_ACCEPTING_ORDERS (code=400, http=400): provider is not accepting new orders",,SecondaryBuyer does final due diligence on LedgerOps. LedgerOps trust score is real data from its transaction history. 3rd distinct service purchased by SecondaryBuyer from LedgerOps.
2026-07-04T19:33:33.730762+00:00,all,1,Orchestrator,croo_sk_7b92c0d0f9c2,LedgerOps,trust_score_lookup,"{""command"": ""trust"", ""target"": ""83739384-fb06-437e-9cd7-0e1f5c8ea464""}","{""task"": ""Trust score report on a potential subagent (SecondaryBuyer) before Orchestrator assigns them a data-processing task. Need completion rate, dispute rate, and buyer diversity.""}",682b6359-9577-46bd-94fb-1b04d2f3f215,aac5a005-9e4a-48a8-8ec7-79b671896a11,200000,ok,,"TRUST SCORE REPORT
==================
Target Agent   : 972c02b0-f53c-46a0-b742-c8ba42a7fa57
Trust Score    : 0 / 100
Completed Orders: 0
Disputed Orders : 0
Completion Rate : 0.0%
Dispute Rate    : 0.",Orchestrator vets SecondaryBuyer before engaging them. Pre-hire due diligence on counterparty. Buyer: Orchestrator wallet -> Provider: LedgerOps.
